Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Andesite Bricks
appliedenergistics2:facade:0, Cable Facade - Andesite Tiles
appliedenergistics2:facade:0, Cable Facade - Slate
appliedenergistics2:facade:0, Cable Facade - Polished Slate
appliedenergistics2:facade:0, Cable Facade - Slate Bricks
appliedenergistics2:facade:0, Cable Facade - Slate Tiles
appliedenergistics2:facade:0, Cable Facade - Red Cobblestone
appliedenergistics2:facade:0, Cable Facade - Deep Red Cobblestone
appliedenergistics2:facade:0, Cable Facade - Deep Cobblestone
appliedenergistics2:facade:0, Cable Facade - Cold Cobblestone
appliedenergistics2:facade:0, Cable Facade - Deep Cold Cobblestone
appliedenergistics2:facade:0, Cable Facade - Cracked Icestone
appliedenergistics2:facade:0, Cable Facade - Cracked Glacierrock
appliedenergistics2:facade:0, Cable Facade - Cobbled Oceanstone
appliedenergistics2:facade:0, Cable Facade - Cobbled Reefstone
appliedenergistics2:facade:0, Cable Facade - Mossy Red Cobblestone
appliedenergistics2:facade:0, Cable Facade - Deep Mossy Red Cobblestone
appliedenergistics2:facade:0, Cable Facade - Deep Mossy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mossy Cold Cobblestone
appliedenergistics2:facade:0, Cable Facade - Deep Mossy Cold Cobblestone
appliedenergistics2:facade:0, Cable Facade - Snowy Cracked Icestone
appliedenergistics2:facade:0, Cable Facade - Snowy Cracked Glacierrock
appliedenergistics2:facade:0, Cable Facade - Mossy Cobbled Oceanstone
appliedenergistics2:facade:0, Cable Facade - Mossy Cobbled Reefstone
appliedenergistics2:facade:0, Cable Facade - Red Rock
appliedenergistics2:facade:0, Cable Facade - Deep Red Rock
appliedenergistics2:facade:0, Cable Facade - Deepstone
appliedenergistics2:facade:0, Cable Facade - Coldstone
appliedenergistics2:facade:0, Cable Facade - Deep Coldstone
appliedenergistics2:facade:0, Cable Facade - Icestone
appliedenergistics2:facade:0, Cable Facade - Glacierrock
appliedenergistics2:facade:0, Cable Facade - Oceanstone
appliedenergistics2:facade:0, Cable Facade - Reefstone
appliedenergistics2:facade:0, Cable Facade - Red Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Deep Red Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Deepstone Bricks
appliedenergistics2:facade:0, Cable Facade - Coldstone Bricks
appliedenergistics2:facade:0, Cable Facade - Deep Coldstone Bricks
appliedenergistics2:facade:0, Cable Facade - Icestone Bricks
appliedenergistics2:facade:0, Cable Facade - Glacierrock Bricks
appliedenergistics2:facade:0, Cable Facade - Oceanstone Bricks
appliedenergistics2:facade:0, Cable Facade - Reefstone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Red Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Deep Red Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Deepstone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Coldstone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Deep Coldstone Bricks
appliedenergistics2:facade:0, Cable Facade - Snowy Icestone Bricks
appliedenergistics2:facade:0, Cable Facade - Snowy Glacierrock Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Oceanstone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Reefstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Red Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Deep Red Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Deepstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Coldstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Deep Coldstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Icestone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Glacierrock Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Oceanstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Reefstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Rock
appliedenergistics2:facade:0, Cable Facade - Chiseled Deep Red Rock
appliedenergistics2:facade:0, Cable Facade - Chiseled Deepstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Coldstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Deep Coldstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Icestone
appliedenergistics2:facade:0, Cable Facade - Chiseled Glacierrock
appliedenergistics2:facade:0, Cable Facade - Chiseled Oceanstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Reefstone
appliedenergistics2:facade:0, Cable Facade - Shimmerstone
appliedenergistics2:facade:0, Cable Facade - Cobbled Shimmerstone
appliedenergistics2:facade:0, Cable Facade - Shimmerstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Shimmerstone Bricks
appliedenergistics2:facade:0, Cable Facade - Glow-Mossy Shimmerstone Bricks
appliedenergistics2:facade:0, Cable Facade - Shimmerstone Tiles
appliedenergistics2:facade:0, Cable Facade - Chiseled Shimmerstone
appliedenergistics2:facade:0, Cable Facade - Shimmering Blue Glowshroom Lamp
appliedenergistics2:facade:0, Cable Facade - Shimmering Purple Glowshroom Lamp
appliedenergistics2:facade:0, Cable Facade - Shimmering Green Glowshroom Lamp
appliedenergistics2:facade:0, Cable Facade - Polished Purpur
appliedenergistics2:facade:0, Cable Facade - Slabbed Portar
appliedenergistics2:facade:0, Cable Facade - Fishboned Portar
appliedenergistics2:facade:0, Cable Facade - Tiled Portar
appliedenergistics2:facade:0, Cable Facade - Chiseled Portar
appliedenergistics2:facade:0, Cable Facade - Portine Sunstone Lamp
appliedenergistics2:facade:0, Cable Facade - Portine Glowstone Lamp
appliedenergistics2:facade:0, Cable Facade - Portine Sea Lamp
appliedenergistics2:facade:0, Cable Facade - Invincium
appliedenergistics2:facade:0, Cable Facade - Glacial Invincium
appliedenergistics2:facade:0, Cable Facade - Red Rock Monster Egg
appliedenergistics2:facade:0, Cable Facade - Deep Red Rock Monster Egg
appliedenergistics2:facade:0, Cable Facade - Deepstone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Coldstone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Deep Coldstone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Icestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Glacierrock Monster Egg
appliedenergistics2:facade:0, Cable Facade - Oceanstone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Reefstone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Red Cobblestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Deep Red Cobblestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Deep Cobblestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cold Cobblestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Deep Cold Cobblestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Icestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Glacierrock Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cobbled Oceanstone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cobbled Reefstone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Red Rock Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Deep Red Rock Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Deepstone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Coldstone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Deep Coldstone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Icestone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Glacierrock Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Oceanstone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Reefstone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Mossy Red Rock Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Mossy Deep Red Rock Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Mossy Deepstone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Mossy Coldstone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Mossy Deep Coldstone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Snowy Icestone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Snowy Glacierrock Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Mossy Oceanstone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Mossy Reefstone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Red Rock Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Deep Red Rock Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Deepstone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Coldstone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Deep Coldstone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Icestone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Glacierrock Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Oceanstone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Reefstone Bricks Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Rock Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Deep Red Rock Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Deepstone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Coldstone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Deep Coldstone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Icestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Glacierrock Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Oceanstone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Reefstone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Salt Ore
appliedenergistics2:facade:0, Cable Facade - Salt Ore
appliedenergistics2:facade:0, Cable Facade - Salt Ore
appliedenergistics2:facade:0, Cable Facade - Salt Ore
appliedenergistics2:facade:0, Cable Facade - Salt Ore
appliedenergistics2:facade:0, Cable Facade - Salt Ore
appliedenergistics2:facade:0, Cable Facade - Salt Ore
appliedenergistics2:facade:0, Cable Facade - Salt Ore
appliedenergistics2:facade:0, Cable Facade - Salt Ore
appliedenergistics2:facade:0, Cable Facade - Salt Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Meurodite Ore
appliedenergistics2:facade:0, Cable Facade - Meurodite Ore
appliedenergistics2:facade:0, Cable Facade - Meurodite Ore
appliedenergistics2:facade:0, Cable Facade - Meurodite Ore
appliedenergistics2:facade:0, Cable Facade - Meurodite Ore
appliedenergistics2:facade:0, Cable Facade - Meurodite Ore
appliedenergistics2:facade:0, Cable Facade - Meurodite Ore
appliedenergistics2:facade:0, Cable Facade - Meurodite Ore
appliedenergistics2:facade:0, Cable Facade - Meurodite Ore
appliedenergistics2:facade:0, Cable Facade - Meurodite Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - tile.ore_redstone.name
appliedenergistics2:facade:0, Cable Facade - tile.ore_redstone.name
appliedenergistics2:facade:0, Cable Facade - tile.ore_redstone.name
appliedenergistics2:facade:0, Cable Facade - tile.ore_redstone.name
appliedenergistics2:facade:0, Cable Facade - tile.ore_redstone.name
appliedenergistics2:facade:0, Cable Facade - tile.ore_redstone.name
appliedenergistics2:facade:0, Cable Facade - tile.ore_redstone.name
appliedenergistics2:facade:0, Cable Facade - tile.ore_redstone.name
appliedenergistics2:facade:0, Cable Facade - tile.ore_redstone.name
appliedenergistics2:facade:0, Cable Facade - Irradium Ore
appliedenergistics2:facade:0, Cable Facade - Irradium Ore
appliedenergistics2:facade:0, Cable Facade - Irradium Ore
appliedenergistics2:facade:0, Cable Facade - Irradium Ore
appliedenergistics2:facade:0, Cable Facade - Irradium Ore
appliedenergistics2:facade:0, Cable Facade - Irradium Ore
appliedenergistics2:facade:0, Cable Facade - Irradium Ore
appliedenergistics2:facade:0, Cable Facade - Irradium Ore
appliedenergistics2:facade:0, Cable Facade - Irradium Ore
appliedenergistics2:facade:0, Cable Facade - Irradium Ore
appliedenergistics2:facade:0, Cable Facade - Torite Ore
appliedenergistics2:facade:0, Cable Facade - Torite Ore
appliedenergistics2:facade:0, Cable Facade - Torite Ore
appliedenergistics2:facade:0, Cable Facade - Torite Ore
appliedenergistics2:facade:0, Cable Facade - Torite Ore
appliedenergistics2:facade:0, Cable Facade - Torite Ore
appliedenergistics2:facade:0, Cable Facade - Torite Ore
appliedenergistics2:facade:0, Cable Facade - Torite Ore
appliedenergistics2:facade:0, Cable Facade - Torite Ore
appliedenergistics2:facade:0, Cable Facade - Torite Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
